USER_ID,SITE_NAME,POSA_CONTINENT,USER_LOCATION_COUNTRY,USER_LOCATION_REGION
143624,2,3,66,348
143632,2,3,66,311
143649,2,3,154,196
143665,2,3,66,442
143677,2,3,1,165
143710,2,3,66,174
143724,2,3,66,143
143746,2,3,66,258
143753,2,3,179,18
143755,2,3,66,174
143765,11,3,205,312
143847,34,3,205,155
143854,2,3,66,363
143866,34,3,66,311
143871,34,3,205,135
143900,2,3,66,448
143905,2,3,66,442
143908,2,3,66,294
143935,11,3,205,343
143940,2,3,66,220
143941,46,2,167,45
143946,11,3,205,343
143948,11,3,205,385
143951,2,3,163,12
143953,2,3,66,442
143954,11,3,205,354
143960,11,3,205,155
143963,2,3,66,174
143974,2,3,66,220
144009,2,3,154,535
144011,2,3,66,153
144024,2,3,66,174
144048,2,3,66,220
144061,2,3,66,331
144067,2,3,198,153
144081,2,3,66,184
144089,2,3,28,154
144108,2,3,66,189
144148,2,3,66,318
144154,2,3,66,322
144159,11|37,1|3,69|205,354|735
144166,2,3,66,348
144190,2,3,215,646
144215,2,3,66,258
144216,2,3,66,293
144217,2,3,66,346
144224,2,3,215,646
144228,2,3,66,226
144234,2,3,66,403
144256,2,3,181,238
144261,2,3,66,348
144270,2,3,66,315
144271,2,3,66,174
144290,2,3,66,220
144294,18,2,119,0
144306,2,3,119,0
144315,2,3,66,174
144328,11,3,66,462
144351,2,3,66,331
144366,2,3,66,184
144450,2,3,66,260
144480,2,3,66,311
144481,11,3,205,339
144486,2,3,66,348
144492,2,3,66,258
144512,2,3,66,226
144514,11,3,205,354
144534,2,3,66,226
144543,2,3,66,153
144549,35,2,70,47
144551,27,2,167,51
144573,2,3,66,314
144576,27,2,167,51
144581,2,3,66,220
144585,2,3,66,260
144589,2,3,66,337
144602,11,3,205,155
144609,2,3,66,258
144631,2,3,66,174|258
144632,2,3,215,646
144665,2,3,66,348
144687,2,3,66,467
144709,2,3,66,174
144723,2,3,66,348
144726,11,3,205,135
144738,2,3,66,447
144739,2,3,66,442
144783,35,2,70,47
144784,2,3,66,348
144791,2,3,66,258
144813,2,3,75,144|261
144847,2,3,66,442
144863,2,3,66,142
144873,2,3,179,18
144950,2,3,66,226
144990,46,2,167,50
144992,2,3,66,174
145004,2,3,66,462
145015,18,2,10,0
145025,2,3,66,318
145070,2,3,66,442
145074,34,3,205,155
145104,2,3,66,220
145127,2,3,66,442
145147,2,3,66,337
145158,2,3,66,184
145183,2,3,66,318
145190,2,3,66,321
145200,2,3,66,442
145209,2,3,66,174
145217,2,3,66,356
145247,2,3,99,766
145264,27,2,167,51
145272,2,3,66,442
145310,2,3,66,331
145317,2,3,215,715
145318,2,3,66,184
145319,2,3,66,174
145326,2,3,23,48
145334,2,3,66,174
145371,2,3,66,226
145405,2,3,66,322
145416,2,3,66,459
145424,2,3,66,348
145426,2,3,66,174
145471,11,3,205,354
145475,2,3,182,199
145479,2,3,66,447
145488,2,3,0,317
145494,11,3,55,405
145495,2,3,66,220
145498,2,3,66,337
145504,2,3,66,348
145508,11,3,205,155
145518,2,3,46,347
145520,37,1,69,1011
145537,2,3,66,324
145552,11,3,205,135
145556,37,1,69,813
145562,2,3,66,220
145597,2,3,66,174
145604,34,3,205,135
145634,2,3,66,340
145641,37,1,69,811
145679,2,3,66,442
145684,2,3,66,442
145688,2,3,66,174
145701,2,3,66,442
145721,2,3,66,318|448
145744,2,3,66,220
145750,11,3,205,385
145757,11,3,66,346
145786,2,3,66,442
145789,2,3,66,174
145791,2,3,66,318
145801,2,3,66,348
145827,37,1,69,959
145843,2,3,66,363
145882,2,3,66,260
145890,2,3,66,318
145894,37,1,69,976
145947,53,1,55|69,23|930
145977,34,3,205,135
145995,2,3,66,220
146024,2,3,66,346
146033,37,1,69,664
146051,2,3,66,462
146055,35,2,70,47
146068,2,3,93,71
146073,2,3,66,348
146097,2,3,66,311
146113,2,3,66,442
146114,2,3,66,220
146115,27,2,167,43
146126,2,3,66,356
146130,2,3,66,174
146132,2,3,66,351
146139,2,3,66,226
146148,2,3,66,246
146151,2,3,198,153
146153,2,3,66,462
146164,2,3,66,174
146167,18,2,3,64
146190,2,3,12,790
146191,37,1,69,747
146248,34,3,205,155
146250,34,3,205,155
146260,33,2,194,38
146262,2,3,66,314
146278,2,3,66,294
146299,2,3,202,154
146315,2,3,66,448
146349,2,3,66,442
146350,2,3,66,315
146357,2,3,166,0
146368,2,3,66,442
146448,2,3,66,174
146461,2,3,66,321
146470,2,3,66,351
146483,2,3,66,448
146494,2,3,66,174
146509,2,3,66,348
146528,2,3,66,293
146538,2,3,66,311
146559,2,3,66,256
146565,2,3,66,174
146598,2,3,66,174
146616,2,3,66,260
146623,2,3,66,337
146631,2,3,66,174
146650,37,1,69,695
146655,2,3,66,226
146659,2,3,66,174
146667,2,3,66,149
146670,2,3,66,462
146672,2,3,66,356
146698,2,3,66,149
146704,2,3,66,346
146729,2,3,29,194
146739,2,3,66,337
146747,18,2,119,0
146768,2,3,66,348
146770,11,3,205,155
146774,11,3,205,135
146777,2,3,66,258
146819,2,3,66,363
146828,2,3,154,196
146840,2,3,66,467
146870,2,3,66,318
146909,2,3,66,149
146937,2,3,66,174
146939,2,3,66,348
146956,2,3,71,0
146965,11,3,205,155
146968,2,3,66,435
146971,2,3,66,226
146981,2,3,66,462
147046,34,3,205,354
147049,2,3,66,220
147051,2,3,66,220
147069,2,3,66,174
147077,11,3,205,354
147079,2,3,66,153
147086,37,1,69,668
147108,2,3,66,435
147154,2,3,66,174
147213,11,3,205,155
147215,2,3,66,174
147254,2,3,66,333
147261,37,1,69,695
147275,2,3,215,646
147280,37,1,69,727
147281,2,3,66,348
147353,2,3,130,759
147418,11,3,205,343
147423,37,1,69,603
147425,2,3,66,404
147426,2,3,66,318
147444,37,1,69,645
147464,2,3,66,174
147476,2,3,66,363
147507,2,3,66,331
147511,2,3,215,646
147563,2,3,66,311
147575,34,3,205,155
147593,2,3,66,448
147600,11,3,205,135
147650,18,2,119,0
147667,2,3,66,174
147668,2,3,66,442
147670,2,3,66,174
147675,2,3,66,258
147717,2,3,66,174
147719,2,3,66,442
147780,2,3,66,220|318
147792,2,3,66,220
147794,2,3,66,442
147807,2,3,66,346
147827,2,3,66,174|447
147829,2,3,66,311
147834,32,1,62,136
147836,2,3,66,220
147860,2,3,66,363
147861,2,3,66,442
147870,2,3,66,348
147873,2,3,66,467
147893,2,3,66,318
147900,11,3,205,385
147901,2,3,66,346
147903,11,3,205,354
147911,2,3,66,220
147923,2,3,66,311
147948,11,3,205,354
147963,2,3,66,174
147967,2,3,66,260
147970,2,3,19,38
147973,2,3,66,220
147974,2,3,66,363
147975,34,3,205,155
147982,2,3,66,442
147998,2,3,66,311
148048,2,3,66,258
148054,2,3,66,348
148069,2,3,66,442
148070,2,3,66,321
148085,2,3,66,335
148088,2,3,66,189
148128,2,3,66,356
148137,2,3,66,220
148153,2,3,66,348
148173,37,1,69,574|666
148175,2,3,66,447
148191,2,3,66,260
148196,2,3,66,352
148201,2,3,66,174
148229,2,3,66,174
148235,11,3,205,135
148237,2,3,66,442
148252,2,3,66,174
148275,2,3,66,174
148333,11,3,205,354
148340,34,3,205,354
148346,2,3,66,321
148348,2,3,66,337
148367,37,1,69,881
148385,2,3,99,766
148395,11,3,205,354
148414,17,1,133,20
148420,2,3,66,174
148425,2,3,66,220
148434,2,3,66,331
148447,14,1,214,120
148463,2,3,66,348
148468,10,0,182,416
148478,2,3,66,318
148481,2,3,66,403
148484,2,3,66,220
148491,37,1,69,761
148500,11,3,231,102
148511,2,3,66,174
148525,2,3,66,174
148529,2,3,215,553
148569,34,3,205,135
148580,2,3,66,153
148581,11,3,205,354
148637,2,3,66,348
148670,2,3,66,174
148680,2,3,66,442
148691,37,1,69,878
148696,11,3,205,135
148707,2,3,66,314
148708,2,3,69,793
148709,24,2,3,60
148722,2,3,66,226
148745,2,3,66,174
148755,2,3,66,462
148762,2,3,66,351
148767,37,1,69,837
148809,2,3,66,346
148814,2,3,66,311
148835,2,3,66,331
148843,2,3,158,718
148852,2,3,66,356
148861,2,3,66,442
148919,2,3,80,38
148926,2,3,66,226
148954,10,0,182,416
148955,11,3,205,155
148967,11,3,205,354
149002,23,1,1,165
149012,11,3,205,354
149015,2,3,66,348
149043,11,3,205,354
149085,37,1,69,811
149100,2,3,66,442
149109,2,3,66,258
149127,2,3,66,462
149132,2,3,235,13
149136,2,3,182,416
149152,2,3,62,35
149157,2,3,66,220
149161,34,3,205,354
149176,2,3,66,226
149192,2,3,66,474
149200,2,3,66,363
149206,2,3,66,442
149210,2,3,66,321
149223,2,3,66,174
149228,33,2,194,38
149233,2,3,215,646
149253,2,3,215,610
149254,2,3,66,337
149273,2,3,130,759
149310,37,1,55,25
149314,34,3,205,354
149334,8,4,77,824
149338,23,1,1,376
149342,11,3,205,135
149357,2,3,66,294
149380,8,4,77,977
149385,2,3,66,348
149393,2,3,66,184
149416,11,3,215,554
149429,2,3,66,346
149442,2,3,66,348
149448,27,2,167,44
149462,37,1,69,772
149475,2,3,66,220
149484,35,2,70,97
149496,2,3,66,356
149497,2,3,66,351
149505,2,3,66,174
149513,37,1,69,584
149514,11,3,205,135
149517,2,3,66,348
149524,2,3,93,43
149530,2,3,77,977
149554,2,3,66,352
149565,2,3,66,363|448
149627,2,3,66,442
149631,2,3,66,174
149650,2,3,66,288
149664,2,3,66,363
149690,2,3,57,222
149708,2,3,66,337
149725,11,3,205,354
149728,2,3,66,442
149738,2,3,66,462
149740,18,2,119,0
149745,40,3,66,184
149755,2,3,66,403
149761,40,3,66,348
149780,2,3,66,220
149797,2,3,66,153
149825,2,3,66,220
149855,34,3,205,354
149860,2,3,12,921
149876,2,3,66,315|335
149879,37,1,69,881
149902,37,1,69,559
149923,2,3,66,258
149946,2,3,66,348
149947,2,3,66,462
149966,23,1,1,154
149967,8,4,77,824
149978,37,1,69,772
149987,2,3,45,37
150009,24,2,3,51
150048,2,3,57,342
150081,2,3,66,293
150095,2,3,66,174
150106,2,3,66,220
150107,2,3,66,184
150109,2,3,66,174
150111,2,3,66,348
150112,2,3,66,174
150137,2,3,231,68
150139,2,3,66,448
150181,2,3,66,467
150187,17,1,133,20
150207,2,3,66,462
150208,2,3,66,143
150240,2,3,66,447
150259,2,3,66,448
150265,2,3,66,442
150295,34,3,205,155
150304,37,1,69,623
150338,2,3,66,363
150376,37,1,69,829
150419,2,3,66,442
150433,2,3,66,246
150453,22,2,0,463
150478,2,3,66,318
150482,2,3,66,220
150501,11,3,205,411
150506,37,1,69,693
150518,2,3,28,154
150522,13,1,46,347
150531,2,3,66,174
150534,10,0,182,416
150538,37,1,222,0
150546,37,1,69,676|693
150570,2,3,66,258
150599,2,3,66,184
150606,2,3,66,351
150630,2,3,66,435
150642,2,3,66,311
150666,13,1,46,157
150696,2,3,66,348
150754,40,3,66,142
150773,37,1,69,825
150784,11,3,205,354
150844,2,3,66,356
150856,2,3,66,435
150872,2,3,66,321
150873,2,3,66,220
150887,2,3,231,81
150888,2,3,66,318
150907,2,3,66,220
150914,2,3,66,311
150934,24,2,3,48
150935,2,3,66,258
150968,2,3,66,174
150982,2,3,179,410
150987,2,3,66,435
151007,37,1,69,826
151010,2,3,66,311
151035,2,3,66,174
151041,2,3,66,337
151050,2,3,66,174
151063,2,3,66,143
151078,2,3,69,596
151085,2,3,66,435
151087,2,3,66,462
151123,2,3,66,174
151126,11,3,205,135
151133,37,1,69,665
151169,2,3,66,174
151189,24,2,133,20
151199,2,3,152,545
151226,2,3,66,363
151231,2,3,30,11
151254,2,3,66,174
151273,2,3,66|231,70|258|321|322
151304,2,3,66,196
151328,2,3,66,153
151333,34,3,205,155
151364,2,3,66,442
151373,37,1,69,778
151382,11,3,205,354
151405,2,3,66,348
151409,11,3,205,155
151427,2,3,66,174
151459,40,3,66,322
151475,23,1,1,438
151479,2,3,66,321
151483,2,3,66,174
151521,2,3,66,174
151522,2,3,66,314
151556,8,4,77,824
151565,11,3,66,448
151580,11,3,205,135
151585,2,3,66,174
151623,24,2,3,50
151625,11,3,205,135
151652,2,3,66,220
151664,19,3,66,258
151686,2,3,66,311
151688,2,3,66,153
151698,37,1,69,612|645
151702,2,3,66,260
151708,24,2,3,50
151718,8,4,77,824
151733,37,1,231,88
151736,2,3,66,174
151749,37,1,69,657
151763,11,3,191|205,155|363
151781,2,3,218,26
151790,2|19,3,66|205,155|321
151804,26,0,215,646|942
151814,2,3,66,315
151828,2,3,66,448
151863,2,3,66,462
151875,2,3,66,348
151878,11,3,66,220
151885,2,3,66,467
151890,2,3,198,208
151903,17,1,133,20
151906,23,1,1,376
151925,37,1,69,953
151932,11,3,42,214
151951,2,3,66,174
151964,2,3,66,448
151984,2,3,66,189
151990,2,3,66,435|442
152007,2,3,66,220
152012,2,3,66,337
152021,37,1,69,682|761|826
152034,2,3,66,356
152043,2,3,66,260
152059,2,3,66,462
152065,37,1,69,918
152097,24,2,3,61
152129,2,3,66,220
152182,2,3,66|103,45|462
152184,2,3,66,346
152199,2,3,66,174
152220,2,3,66,351
152230,2,3,66,288|322
152254,2,3,66,314
152295,37,1,66,189
152299,2,3,66,184
152306,2,3,149,290
152307,11,3,205,354
152319,2,3,66,348
152355,2,3,218,17
152375,2,3,66,335
152418,2,3,66,174
152422,2,3,66,189
152430,37,1,69,619
152445,2,3,66,363
152449,2,3,66,318
152492,2,3,66,189
152494,2,3,66,335
152506,37,1,65,0
152509,2,3,66,442
152517,2,3,66,220
152543,2,3,66,348
152581,2,3,1,395
152602,2,3,66,184
152619,11,3,205,354
152630,2,3,66,226
152634,2,3,66,153
152635,2,3,91,48
152659,11,3,205,155
152686,2,3,66,220
152726,2,3,66,348
152730,2,3,66,258
152750,2,3,80,39
152756,2,3,66,448
152769,37,1,69,812
152847,2,3,66,174
152857,2,3,66,348
152859,2,3,66,448
152877,2,3,66,474
152881,18,2,119,0
152883,11,3,205,385
152887,11,3,205,135
152899,2,3,66,174|346
152946,18,2,119,0
152947,2,3,66,333
152949,2,3,66,174
152963,34,3,205,155
152976,2,3,66,363
152996,11,3,205,385
153033,2,3,66,153
153036,2,3,66,442
153037,2,3,66,462
153039,2,3,66,311
153057,2,3,66,363
153081,2,3,28,154
153087,2,3,66,448
153103,2,3,66,174
153129,11,3,205,354
153143,2,3,215,646
153158,11,3,205,135
153160,2,3,66,314
153181,2,3,66,254
153185,2,3,66,447
153199,34,3,205,155
153229,18,2,119,0
153231,2,3,66,322
153242,11,3,85|205,155|464
153259,2,3,215,715
153273,2,3,66,174
153290,2,3,66,352
153326,2,3,66,153
153327,2,3,66,174
153328,2,3,80,38
153332,2,3,66,260
153348,2,3,103,45
153349,2,3,66,184
153350,2,3,66,226
153362,2,3,66,348
153390,11,3,205,354
153393,2,3,28,154
153402,2,3,66,196
153447,2,3,66,311
153482,2,3,66,442
153488,2,3,66,314
153511,2,3,66,174
153542,2,3,66,143
153588,11,3,205,385
153602,2,3,66,220
153609,2,3,66,174
153622,2,3,66,356
153628,2,3,66,220
153630,2,3,70,47
153637,2,3,66,462
153653,2,3,66,348
153671,11,3,205,385
153674,2,3,66,462
153705,2,3,115,957
153759,2,3,115,957
153771,2,3,66,220
153773,2,3,66,311
153783,2,3,66,318
153785,2,3,66,442
153789,2,3,66,220
153819,11,3,205,135
153820,2,3,66,442
153823,2,3,66,351
153825,34,3,205,354
153832,2,3,66,462
153836,2,3,66,467
153847,34,3,133|205,20|354
153854,34,3,205,354
153898,2,3,66,348
153935,2,3,66,321
153948,2,3,66,356
153951,2,3,71,0
153953,11,3,205,354
153962,2,3,194,38
153977,2,3,29,194
153985,2,3,66,226
153996,2,3,80,41
154001,37,1,69,772
154017,2,3,66,220
154024,53,1,69,911
154026,11,3,5,5
154054,2,3,66,174
154070,2,3,66,311
154071,2,3,66,346
154113,2,3,66,462
154114,34,3,205,476
154119,26,0,66,442
154126,2,3,66,435
154138,11,3,205,155
154153,2,3,149,290
154171,2,3,66,174
154218,2,3,66,321
154234,2,3,66,174
154236,2,3,63,480
154274,2,3,66,442
154275,2,3,66,220
154297,2,3,215,678
154302,2,3,66,348
154362,2,3,66,318
154376,11,3,205,155
154389,38,2,229,407
154404,34,3,205,354
154405,2,3,186,405
154415,11,3,205,385
154421,11,3,205,354
154442,2,3,66,220
154447,2,3,66,288
154473,2,3,66,435
154480,11,3,205,330
154512,2,3,23,48
154522,2,3,66,318
154525,2,3,215,646
154554,2,3,119,0
154558,2,3,63|66,189|480
154596,2,3,66,153
154625,2,3,93,71
154628,2,3,66,153
154653,2,3,19|66,38|331
154663,2,3,66,337
154694,2,3,66,442
154703,2,3,215,780
154721,2,3,66,462
154723,2,3,57,342
154728,2,3,66,174
154744,2,3,66,220
154747,11,3,205,354
154766,2,3,205,354
154791,2,3,66,143
154832,2,3,66,174
154843,2,3,66,351
154866,2,3,66,174
154867,2,3,66,447
154870,2,3,66,392
154924,2,3,66,226
154957,2,3,66,318
154959,2,3,66,196
154965,2,3,66,174
154978,2,3,66,448
154988,2,3,66,348
154992,2,3,66,337
155011,2,3,66,226
155030,2,3,66,321
155036,2,3,66,331
155051,2,3,66,442
155060,2,3,198,208
155086,2,3,66,321
155117,2,3,66,226
155145,2,3,66,198
155149,2,3,66,325
155159,2,3,66,403
155163,2,3,66,318
155166,27,2,167,47
155203,2,3,66,184
155215,2,3,66,174
155246,2,3,66,351
155256,2,3,66,256|356
155258,2,3,55,23
155289,2,3,66,447
155304,2,3,66,448
155335,2,3,66,462
155342,2,3,162,29
155348,2,3,66,220
155360,2,3,66|182,196|393
155365,2,3,66,220
155367,2,3,179,410
155393,2,3,162,12
155414,2,3,66,220
155416,11,3,205,354
155428,2,3,66,254
155442,2,3,66,311
155447,2,3,39,0
155464,2,3,66,254
155485,2,3,66,363
155525,30,4,195,548
155535,2,3,66,348
155542,2,3,66,174
155550,11,3,205,135|354
155554,2,3,66,311
155560,2,3,66|231,70|174
155573,2,3,66,174
155579,2,3,66,318
155582,2,3,66,220
155583,2,3,130,539
155586,2,3,12,790
155590,2,3,66,442
155593,2,3,66,174
155622,2,3,66,363
155646,11,3,205,385
155657,2,3,66,442
155713,2,3,66,220
155727,2,3,66,174
155758,2,3,179,410
155777,2,3,215,817
155794,2,3,66,442
155799,2,3,66,174
155849,2,3,66,174
155864,2,3,66,174
155894,2,3,66,174
155908,2,3,66,442
155917,2,3,66,448
155918,37,1,69,781
155931,25,2,23,48
155934,11,3,205,135
155976,2,3,66,348
155997,11,3,205,385
156001,2,3,66,442
156010,2,3,66,403
156032,2,3,66,174
156033,2,3,66,356
156078,2,3,12,729
156099,2,3,66,348
156102,2,3,162,12
156109,2,3,66,174
156118,2,3,47,22
156133,2,3,66,363
156137,2,3,215,817
156159,11,3,205,155
156168,2,3,66,174
156171,2,3,66,321
156179,2,3,66,335
156197,2,3,66,442
156201,2,3,66,258
156205,37,1,69,940
156208,2,3,69,904
156211,2,3,66,258
156212,2,3,66,318
156213,2,3,66,189
156216,2,3,66,196
156223,11,3,205,135
156227,2,3,66,174
156236,37,1,69,761
156260,2,3,6,492
156265,2,3,48,271
156266,2,3,66,448
156299,2,3,66,174
156317,2,3,66,258
156329,2,3,19,38
156362,2,3,66,462|467
156377,2,3,66,288
156392,2,3,231,81
156416,2,3,66,337
156424,2,3,66,331
156437,2,3,83,321
156445,2,3,66,258
156447,2,3,66,258
156460,2,3,66,331
156472,2,3,66,322
156487,2,3,231,79
156493,2,3,66,348
156511,2,3,66,340
156539,2,3,66,174
156546,2,3,66,348
156577,2,3,66,314
156580,2,3,66,174
156583,2,3,66,294
156614,2,3,66,442
156618,2,3,66,143
156692,2,3,66,258
156715,2,3,66,174
156726,2,3,66,442
156736,11,3,205,354
156825,2,3,66,442
156841,2,3,66,174
156861,2,3,66,462
156869,2,3,1,318
156886,2,3,93,71
156899,2,3,74,128
156918,2,3,66,174
156964,34,3,205,354
156965,2,3,66,403
156992,2,3,66,462
156994,2,3,66,174
157000,2,3,66,174
157050,2,3,66,448
157080,2,3,229,71
157093,2,3,66,174
157096,2,3,66,435
157102,2,3,66,311
157111,2,3,66,153
157135,2,3,80,39
157138,11,3,205,354
157140,2,3,115,945
157219,2,3,66,174
157229,2,3,66,352
157238,2,3,66,448
157239,11,3,205,354
157240,2,3,66,196
157261,2,3,66,311
157297,2,3,205,411
157302,2,3,66,462
157305,2,3,66,442
157343,2,3,66,174
157345,2,3,66,174
157361,2,3,66,311
157365,2,3,66,174
157421,2,3,66,467
157431,2,3,66,258
157452,2,3,66,258
157475,2,3,66,226
157488,26,0,215,919
157494,2,3,66,462
157503,2,3,66,220
157506,37,1,69,926
157526,2,3,66,143
157543,2,3,66,335
157593,2,3,66,184
157612,2,3,39,0
157614,2,3,66,311
157621,37,1,69,727
157625,2,3,66,258
157632,11,3,205,354
157644,2,3,66,174
157660,2,3,66,220
157667,2,3,66,220
157687,2,3,66,352
157699,2,3,66,322
157710,2,3,66,447
157720,2,3,69,668
157732,2,3,66,311
157742,2,3,66,459
157758,2,3,182,393
157840,2,3,66,294
157841,2,3,66,363
157845,2,3,66,258
157846,2,3,66,348
157849,2,3,66,392
157852,34,3,205,354
157894,2,3,66,174
157910,2,3,66|167,51|174
157912,2,3,66,442
157955,2,3,66,404
157970,2,3,66,348
158006,2,3,69|205,354|712
158011,2,3,230,395
158037,2,3,66,442
158045,2,3,66,246
158051,37,1,69,585
158056,2,3,66,174
158067,2,3,66,258
158070,11,3,205,155
158075,2,3,66,348
158089,2,3,66,184
158091,2,3,66,321
158149,2,3,66,337
158158,2,3,6,492
158180,2,3,66,337
158205,2,3,66,288
158231,2,3,66,348
158251,6,0,162,13
158273,2,3,66,442
158328,2,3,66,174
158334,37,1,69,591
158344,34,3,205,135
158362,11,3,205,354
158370,2,3,66,226
158395,2,3,66,174
158396,2,3,66,337
158413,2,3,66,220
158421,2,3,66,174
158433,2,3,66,442
158455,11,3,82,862
158459,2,3,66,331
158466,2,3,66,321
158475,2,3,66,363
158505,2,3,66,442
158513,2,3,66,174
158529,2,3,66,331
158533,2,3,66,442
158537,2,3,66,442
158548,2,3,66,174
158580,19,3,66,363
158583,40,3,66,220
158589,2,3,66,226
158637,37,1,69,1010
158658,2,3,66,226
158709,2,3,66,220
158710,2,3,66,220
158759,2,3,66,318
158808,2,3,154,196
158831,2,3,66,363
158836,2,3,66,311
158844,11,3,66,153
158851,2,3,66,448
158886,2,3,66,174
158888,2,3,39|66,0|337
158898,2,3,66,321
158937,2,3,66,356
158947,8,4,77,462
158951,2,3,66,226
158967,2,3,66,363
158978,2,3,66,311
159013,2,3,66,315
159048,2,3,66,174
159058,2,3,66,174
159061,2,3,66,462
159069,37,1,69,627
159103,2,3,63,233
159112,14,1,214,120
159129,2,3,66,447
159135,2,3,66,314
159171,2,3,66,174
159187,2,3,66,174
159189,2,3,66,314
159191,11,3,205,354
159197,2,3,66,467
159198,37,1,69,566
159206,2,3,66,337
159212,2,3,55,23
159229,2,3,198,208
159233,2,3,66,337|351
159270,2,3,195,548
159295,2,3,66,311
159353,2,3,66,337
159371,2,3,66,442
159372,34,3,205,354
159391,11,3,205,354
159398,37,1,69,761|844
159405,2,3,66,462
159462,2,3,30,11
159475,2,3,66,311
159491,2,3,3,60
159532,37,1,69,761
159541,2,3,66,174
159552,2,3,66,189
159565,2,3,28,154
159567,2,3,66,220
159569,2,3,66,142
159580,2,3,66,189
159597,34,3,205,354
159608,2,3,66,314
159616,2,3,66,348
159649,2,3,66,331
159658,34,3,205,155
159664,2,3,66,337
159686,11,3,205,385
159703,10,0,182,416
159704,2,3,66,220
159708,2,3,194,38
159730,2,3,66,318
159745,2,3,66,448
159757,37,1,69,627
159771,10,0,182,416
159779,2,3,66,174
159789,37,1,69,695
159792,2,3,231,81
159827,34,3,205,155
159855,2,3,66,462
159875,2,3,66,356
159884,24,2,1,409
159885,2,3,66,442
159955,2,3,66,288
159966,2,3,50,845
159997,2,3,66,348
160002,2,3,66,348
160010,2,3,66,260
160020,2,3,66,174
160021,2,3,66,254
160036,11,3,205,135
160047,33,2,194,38
160049,2,3,66,404
160052,2,3,66,435
160060,2,3,66,442
160075,2,3,66,258
160095,37,1,69,761
160099,2,3,66,220
160102,29,1,52,40
160103,37,1,55,11
160134,2,3,70,87
160159,2,3,66,189
160220,11,3,205,354
160222,2,3,66,174
160236,24,2,3,60
160292,34,3,205,135
160294,2,3,77|231,87|824
160296,2,3,66,363
160300,2,3,66,363
160301,34,3,205,354
160315,2,3,66,143
160343,2,3,66,174
160367,2,3,66,220|448
160375,2,3,66,196
160404,2,3,66,174
160409,2,3,66,363
160411,2,3,66,258
160413,2,3,66,337
160427,11,3,205,411
160431,2,3,66,174|254
160433,2,3,66,442
160434,2,3,66,348
160444,11,3,205,354
160460,2,3,66,174
160467,30,4,195,548
160483,2,3,66,314
160504,37,1,69,665
160523,2,3,66,174
160529,2,3,66,462
160536,2,3,66,174
160570,11,3,205,135
160582,11,3,205,367
160597,2,3,66,314
160630,2,3,66,348
160631,34,3,205,354
160633,2,3,66,174
160722,2,3,66,348
160733,2,3,66,332
160778,2,3,66,174
160789,2,3,66,442
160813,2,3,69,761
160842,2,3,66,311
160855,2,3,66,467
160857,2,3,66,348
160881,17,1,133,20
160892,2,3,66,174
160916,2,3,66,318
160917,2,3,66,220
160919,2,3,218,26
160925,2,3,66,293
160928,24,2,55,428
160937,37,1,69,1011
160958,34,3,205,354
160959,2,3,66,174
160996,2,3,66,363
161002,11,3,205,135
161021,2,3,66,220
161031,11,3,205,411
161058,11,3,220,0
161064,11,3,205,354
161077,11,3,205,385
161085,2,3,66,442
161098,2,3,66,288|442
161112,46,2,167,51
161147,37,1,69,655
161152,2,3,63,451
161156,2,3,66,174
161157,30,4,195,995
161162,2,3,66,258
161179,2,3,198,208
161201,37,1,69,657
161235,2,3,66,174
161243,2,3,66,348
161246,37,1,69,695
161249,26,0,66,153
161254,37,1,69,538
161269,2,3,66,442
161282,2,3,66,348
161311,33,2,194,38
161315,34,3,205,354
161334,2,3,66,174
161345,2,3,66,174
161349,34,3,66,153
161376,2,3,66,174
161386,11,3,205,354
161399,2,3,66,403
161418,11,3,205,354
161472,11,3,205,135
161476,2,3,215,646
161482,2,3,66,331
161487,2,3,66,462
161507,2,3,50,772
161508,2,3,66,348
161543,24,2,44,22
161611,2,3,66,321
161619,2,3,215,780
161621,19,3,66,331
161632,2,3,66,442
161635,2,3,66,184
161641,2,3,66,314
161684,11,3,205,385
161706,34,3,66,448
161711,2,3,66,174
161716,2,3,66,337
161724,2,3,66,294
161736,2,3,66,184
161770,2,3,66,293
161773,2,3,66,448
161780,2,3,68,335
161783,2,3,66,174
161793,2,3,66,442
161809,2,3,1,450
161816,2,3,66,174
161818,11,3,205,312
161821,2,3,66,220
161822,2,3,66,220
161833,2,3,66,448
161844,2,3,215,553
161871,11,3,205,411
161879,2,3,66,348
161883,37,1,69,926
161892,2,3,66,348
161907,11,3,205,135
161942,2,3,66,337
161943,23,1,1,363
161954,34,3,205,354
161966,2,3,66,392
161976,2,3,66,220
161981,2,3,66,174
161996,2,3,66,174
161999,2,3,66,311
162000,2,3,71,0
162023,2,3,66,226
162059,2,3,66,258
162067,2,3,66,174
162091,2,3,66,174
162103,2,3,66,435
162108,11,3,54,58
162119,2,3,66,174
162123,2,3,66,348
162129,2,3,66,174
162139,2,3,66,220
162168,11,3,205,135
162182,2,3,66,260
162229,2,3,66,143
162234,2,3,133,20
162245,2,3,66,174
162255,2,3,66,403
162259,2,3,66,352
162291,11,3,205,354
162318,2,3,66,442|447
162381,2,3,66,321
162385,2,3,66,174
162394,2,3,39,0
162401,2,3,154,196
162406,2,3,66,288
162416,2,3,66,142
162421,2,3,231,68
162428,2,3,66,174
162435,25,2,23,48
